cnpj_estabelecimento,cbo_2002,cbo_titulo,sexo,raca_cor,salario_contratual_mensal,remuneracao_total_mensal,data_competencia
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11239.13,12167.48,2025-03
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11239.13,11613.01,2025-04
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11239.13,12193.38,2025-05
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11239.13,11945.9,2025-06
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11239.13,11590.87,2025-07
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11239.13,11564.62,2025-08
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8301.69,8747.62,2024-09
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8301.69,8666.11,2024-10
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8301.69,8737.18,2024-11
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8301.69,8573.56,2024-12
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8301.69,8856.98,2025-01
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8301.69,8550,2025-02
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8301.69,8599.04,2025-03
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8301.69,8669.01,2025-04
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8301.69,8407.05,2025-05
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8301.69,8635.67,2025-06
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8301.69,8662.55,2025-07
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8301.69,8360.95,2025-08
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10897.53,10864.69,2024-09
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10897.53,11832.89,2024-10
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10897.53,11350.67,2024-11
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10897.53,11391.03,2024-12
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10897.53,11233.66,2025-01
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10897.53,11940.53,2025-02
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10897.53,11369.88,2025-03
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10897.53,10865.27,2025-04
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10897.53,11592.13,2025-05
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10897.53,11124.42,2025-06
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10897.53,11575.04,2025-07
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10897.53,11393.64,2025-08
12.345.678/0001-01,354720,Analista de controles internos,M,preta,10175.51,11058.56,2024-09
12.345.678/0001-01,354720,Analista de controles internos,M,preta,10175.51,10821.02,2024-10
12.345.678/0001-01,354720,Analista de controles internos,M,preta,10175.51,10566.25,2024-11
12.345.678/0001-01,354720,Analista de controles internos,M,preta,10175.51,11105.41,2024-12
12.345.678/0001-01,354720,Analista de controles internos,M,preta,10175.51,11495.17,2025-01
12.345.678/0001-01,354720,Analista de controles internos,M,preta,10175.51,10521.2,2025-02
12.345.678/0001-01,354720,Analista de controles internos,M,preta,10175.51,11006.59,2025-03
12.345.678/0001-01,354720,Analista de controles internos,M,preta,10175.51,10793.99,2025-04
12.345.678/0001-01,354720,Analista de controles internos,M,preta,10175.51,10816.7,2025-05
12.345.678/0001-01,354720,Analista de controles internos,M,preta,10175.51,10311.38,2025-06
12.345.678/0001-01,354720,Analista de controles internos,M,preta,10175.51,10390.3,2025-07
12.345.678/0001-01,354720,Analista de controles internos,M,preta,10175.51,11107.26,2025-08
12.345.678/0001-01,354720,Analista de controles internos,F,preta,9039.5,9530.69,2024-09
12.345.678/0001-01,354720,Analista de controles internos,F,preta,9039.5,9348.92,2024-10
12.345.678/0001-01,354720,Analista de controles internos,F,preta,9039.5,9970.21,2024-11
12.345.678/0001-01,354720,Analista de controles internos,F,preta,9039.5,9816.63,2024-12
12.345.678/0001-01,354720,Analista de controles internos,F,preta,9039.5,9687.15,2025-01
12.345.678/0001-01,354720,Analista de controles internos,F,preta,9039.5,9231.13,2025-02
12.345.678/0001-01,354720,Analista de controles internos,F,preta,9039.5,9488.77,2025-03
12.345.678/0001-01,354720,Analista de controles internos,F,preta,9039.5,9884.1,2025-04
12.345.678/0001-01,354720,Analista de controles internos,F,preta,9039.5,8950.19,2025-05
12.345.678/0001-01,354720,Analista de controles internos,F,preta,9039.5,9068.34,2025-06
12.345.678/0001-01,354720,Analista de controles internos,F,preta,9039.5,9278.65,2025-07
12.345.678/0001-01,354720,Analista de controles internos,F,preta,9039.5,9751.71,2025-08
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10223.52,10804.87,2024-09
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10223.52,10877.73,2024-10
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10223.52,10794.73,2024-11
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10223.52,10767.12,2024-12
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10223.52,11100.33,2025-01
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10223.52,11826.02,2025-02
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10223.52,10878.22,2025-03
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10223.52,11133.18,2025-04
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10223.52,10604.17,2025-05
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10223.52,11221.46,2025-06
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10223.52,10766.45,2025-07
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10223.52,10792.45,2025-08
12.345.678/0001-01,354720,Analista de controles internos,M,parda,10456.54,10840.16,2024-09
12.345.678/0001-01,354720,Analista de controles internos,M,parda,10456.54,10746.54,2024-10
12.345.678/0001-01,354720,Analista de controles internos,M,parda,10456.54,10814.26,2024-11
12.345.678/0001-01,354720,Analista de controles internos,M,parda,10456.54,10681.1,2024-12
12.345.678/0001-01,354720,Analista de controles internos,M,parda,10456.54,10582.37,2025-01
12.345.678/0001-01,354720,Analista de controles internos,M,parda,10456.54,11555.31,2025-02
12.345.678/0001-01,354720,Analista de controles internos,M,parda,10456.54,11121.49,2025-03
12.345.678/0001-01,354720,Analista de controles internos,M,parda,10456.54,11290.14,2025-04
12.345.678/0001-01,354720,Analista de controles internos,M,parda,10456.54,11140.71,2025-05
12.345.678/0001-01,354720,Analista de controles internos,M,parda,10456.54,10541.54,2025-06
12.345.678/0001-01,354720,Analista de controles internos,M,parda,10456.54,10993.9,2025-07
12.345.678/0001-01,354720,Analista de controles internos,M,parda,10456.54,10707.21,2025-08
12.345.678/0001-01,354720,Analista de controles internos,F,parda,9898.63,10161.19,2024-09
12.345.678/0001-01,354720,Analista de controles internos,F,parda,9898.63,10364.21,2024-10
12.345.678/0001-01,354720,Analista de controles internos,F,parda,9898.63,10446.44,2024-11
12.345.678/0001-01,354720,Analista de controles internos,F,parda,9898.63,10424.92,2024-12
12.345.678/0001-01,354720,Analista de controles internos,F,parda,9898.63,10434.86,2025-01
12.345.678/0001-01,354720,Analista de controles internos,F,parda,9898.63,10312.57,2025-02
12.345.678/0001-01,354720,Analista de controles internos,F,parda,9898.63,10406.7,2025-03
12.345.678/0001-01,354720,Analista de controles internos,F,parda,9898.63,10766.02,2025-04
12.345.678/0001-01,354720,Analista de controles internos,F,parda,9898.63,11042.55,2025-05
12.345.678/0001-01,354720,Analista de controles internos,F,parda,9898.63,10727.75,2025-06
12.345.678/0001-01,354720,Analista de controles internos,F,parda,9898.63,10332.09,2025-07
12.345.678/0001-01,354720,Analista de controles internos,F,parda,9898.63,10513.32,2025-08
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10200.83,11006.95,2024-09
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10200.83,11020.78,2024-10
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10200.83,11087.01,2024-11
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10200.83,11092.56,2024-12
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10200.83,10838.13,2025-01
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10200.83,10629.78,2025-02
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10200.83,10246.48,2025-03
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10200.83,11040.37,2025-04
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10200.83,10901.7,2025-05
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10200.83,10453.55,2025-06
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10200.83,10718.47,2025-07
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10200.83,10592.34,2025-08
12.345.678/0001-01,354720,Analista de controles internos,F,branca,12168.46,12620.41,2024-09
12.345.678/0001-01,354720,Analista de controles internos,F,branca,12168.46,13413.51,2024-10
12.345.678/0001-01,354720,Analista de controles internos,F,branca,12168.46,12649.35,2024-11
12.345.678/0001-01,354720,Analista de controles internos,F,branca,12168.46,13661.62,2024-12
12.345.678/0001-01,354720,Analista de controles internos,F,branca,12168.46,12730.4,2025-01
12.345.678/0001-01,354720,Analista de controles internos,F,branca,12168.46,12518.3,2025-02
12.345.678/0001-01,354720,Analista de controles internos,F,branca,12168.46,12826.57,2025-03
12.345.678/0001-01,354720,Analista de controles internos,F,branca,12168.46,13655.25,2025-04
12.345.678/0001-01,354720,Analista de controles internos,F,branca,12168.46,12722.71,2025-05
12.345.678/0001-01,354720,Analista de controles internos,F,branca,12168.46,12964.49,2025-06
12.345.678/0001-01,354720,Analista de controles internos,F,branca,12168.46,11955.26,2025-07
12.345.678/0001-01,354720,Analista de controles internos,F,branca,12168.46,12991.74,2025-08
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10196.26,10288.45,2024-09
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10196.26,10670.79,2024-10
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10196.26,11121.58,2024-11
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10196.26,10629.61,2024-12
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10196.26,10924.95,2025-01
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10196.26,10637.59,2025-02
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10196.26,10603.7,2025-03
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10196.26,10790.66,2025-04
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10196.26,11037.31,2025-05
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10196.26,10735.77,2025-06
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10196.26,10700,2025-07
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10196.26,10413.5,2025-08
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11923.48,11917.51,2024-09
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11923.48,12564.91,2024-10
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11923.48,12454.05,2024-11
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11923.48,12614.9,2024-12
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11923.48,12889.39,2025-01
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11923.48,12811.07,2025-02
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11923.48,12205.14,2025-03
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11923.48,12609.65,2025-04
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11923.48,12617.94,2025-05
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11923.48,12430.3,2025-06
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11923.48,11714.39,2025-07
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11923.48,12231.21,2025-08
12.345.678/0001-01,354720,Analista de controles internos,M,preta,7403.46,7751.07,2024-09
12.345.678/0001-01,354720,Analista de controles internos,M,preta,7403.46,7939.28,2024-10
12.345.678/0001-01,354720,Analista de controles internos,M,preta,7403.46,7702.34,2024-11
12.345.678/0001-01,354720,Analista de controles internos,M,preta,7403.46,7462.23,2024-12
12.345.678/0001-01,354720,Analista de controles internos,M,preta,7403.46,8072.94,2025-01
12.345.678/0001-01,354720,Analista de controles internos,M,preta,7403.46,7762.53,2025-02
12.345.678/0001-01,354720,Analista de controles internos,M,preta,7403.46,7669.41,2025-03
12.345.678/0001-01,354720,Analista de controles internos,M,preta,7403.46,7888.31,2025-04
12.345.678/0001-01,354720,Analista de controles internos,M,preta,7403.46,7923.53,2025-05
12.345.678/0001-01,354720,Analista de controles internos,M,preta,7403.46,7752.41,2025-06
12.345.678/0001-01,354720,Analista de controles internos,M,preta,7403.46,7640.22,2025-07
12.345.678/0001-01,354720,Analista de controles internos,M,preta,7403.46,7643.52,2025-08
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10282.56,11035.72,2024-09
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10282.56,10747.93,2024-10
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10282.56,10943.43,2024-11
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10282.56,10202.01,2024-12
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10282.56,10637.71,2025-01
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10282.56,10671.93,2025-02
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10282.56,10644.1,2025-03
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10282.56,10189.62,2025-04
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10282.56,10651.32,2025-05
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10282.56,11272.79,2025-06
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10282.56,10882.11,2025-07
12.345.678/0001-01,354720,Analista de controles internos,F,branca,10282.56,10626.06,2025-08
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10904.91,11206.14,2024-09
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10904.91,10997.98,2024-10
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10904.91,11514.93,2024-11
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10904.91,11184.48,2024-12
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10904.91,11310.51,2025-01
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10904.91,11730.93,2025-02
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10904.91,11747.86,2025-03
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10904.91,11641.72,2025-04
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10904.91,10897.69,2025-05
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10904.91,11254.51,2025-06
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10904.91,11823.97,2025-07
12.345.678/0001-01,354720,Analista de controles internos,M,branca,10904.91,11051.73,2025-08
12.345.678/0001-01,354720,Analista de controles internos,M,parda,6767.26,7352.89,2024-09
12.345.678/0001-01,354720,Analista de controles internos,M,parda,6767.26,7092.91,2024-10
12.345.678/0001-01,354720,Analista de controles internos,M,parda,6767.26,7290.43,2024-11
12.345.678/0001-01,354720,Analista de controles internos,M,parda,6767.26,7013.74,2024-12
12.345.678/0001-01,354720,Analista de controles internos,M,parda,6767.26,6861.43,2025-01
12.345.678/0001-01,354720,Analista de controles internos,M,parda,6767.26,6892.04,2025-02
12.345.678/0001-01,354720,Analista de controles internos,M,parda,6767.26,7393.25,2025-03
12.345.678/0001-01,354720,Analista de controles internos,M,parda,6767.26,7032.19,2025-04
12.345.678/0001-01,354720,Analista de controles internos,M,parda,6767.26,6849.29,2025-05
12.345.678/0001-01,354720,Analista de controles internos,M,parda,6767.26,7263.18,2025-06
12.345.678/0001-01,354720,Analista de controles internos,M,parda,6767.26,6784.17,2025-07
12.345.678/0001-01,354720,Analista de controles internos,M,parda,6767.26,7064.44,2025-08
12.345.678/0001-01,354720,Analista de controles internos,F,parda,10340.88,10950.44,2024-09
12.345.678/0001-01,354720,Analista de controles internos,F,parda,10340.88,10936.21,2024-10
12.345.678/0001-01,354720,Analista de controles internos,F,parda,10340.88,10976.25,2024-11
12.345.678/0001-01,354720,Analista de controles internos,F,parda,10340.88,10817.29,2024-12
12.345.678/0001-01,354720,Analista de controles internos,F,parda,10340.88,10081.9,2025-01
12.345.678/0001-01,354720,Analista de controles internos,F,parda,10340.88,10920.83,2025-02
12.345.678/0001-01,354720,Analista de controles internos,F,parda,10340.88,10830.95,2025-03
12.345.678/0001-01,354720,Analista de controles internos,F,parda,10340.88,10782.98,2025-04
12.345.678/0001-01,354720,Analista de controles internos,F,parda,10340.88,10996.5,2025-05
12.345.678/0001-01,354720,Analista de controles internos,F,parda,10340.88,11082.58,2025-06
12.345.678/0001-01,354720,Analista de controles internos,F,parda,10340.88,10910.63,2025-07
12.345.678/0001-01,354720,Analista de controles internos,F,parda,10340.88,11309.7,2025-08
12.345.678/0001-01,354720,Analista de controles internos,F,branca,6505.65,7250.65,2024-09
12.345.678/0001-01,354720,Analista de controles internos,F,branca,6505.65,6878.27,2024-10
12.345.678/0001-01,354720,Analista de controles internos,F,branca,6505.65,6754.44,2024-11
12.345.678/0001-01,354720,Analista de controles internos,F,branca,6505.65,6569.63,2024-12
12.345.678/0001-01,354720,Analista de controles internos,F,branca,6505.65,6934.94,2025-01
12.345.678/0001-01,354720,Analista de controles internos,F,branca,6505.65,6475.44,2025-02
12.345.678/0001-01,354720,Analista de controles internos,F,branca,6505.65,7151.31,2025-03
12.345.678/0001-01,354720,Analista de controles internos,F,branca,6505.65,7013.17,2025-04
12.345.678/0001-01,354720,Analista de controles internos,F,branca,6505.65,6719.68,2025-05
12.345.678/0001-01,354720,Analista de controles internos,F,branca,6505.65,6955.22,2025-06
12.345.678/0001-01,354720,Analista de controles internos,F,branca,6505.65,6652.25,2025-07
12.345.678/0001-01,354720,Analista de controles internos,F,branca,6505.65,6607.08,2025-08
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11845.14,12692.96,2024-09
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11845.14,12059.9,2024-10
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11845.14,12508.85,2024-11
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11845.14,12375.73,2024-12
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11845.14,12977.01,2025-01
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11845.14,12532.91,2025-02
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11845.14,12982.77,2025-03
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11845.14,12729.1,2025-04
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11845.14,12148.04,2025-05
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11845.14,12006.31,2025-06
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11845.14,11670.76,2025-07
12.345.678/0001-01,354720,Analista de controles internos,M,parda,11845.14,12432.68,2025-08
12.345.678/0001-01,354720,Analista de controles internos,M,preta,11070.99,10684.8,2024-09
12.345.678/0001-01,354720,Analista de controles internos,M,preta,11070.99,11335.76,2024-10
12.345.678/0001-01,354720,Analista de controles internos,M,preta,11070.99,10807.41,2024-11
12.345.678/0001-01,354720,Analista de controles internos,M,preta,11070.99,11401.39,2024-12
12.345.678/0001-01,354720,Analista de controles internos,M,preta,11070.99,11842.44,2025-01
12.345.678/0001-01,354720,Analista de controles internos,M,preta,11070.99,11316.35,2025-02
12.345.678/0001-01,354720,Analista de controles internos,M,preta,11070.99,11423.66,2025-03
12.345.678/0001-01,354720,Analista de controles internos,M,preta,11070.99,11455.31,2025-04
12.345.678/0001-01,354720,Analista de controles internos,M,preta,11070.99,11696.37,2025-05
12.345.678/0001-01,354720,Analista de controles internos,M,preta,11070.99,11115.09,2025-06
12.345.678/0001-01,354720,Analista de controles internos,M,preta,11070.99,11642.42,2025-07
12.345.678/0001-01,354720,Analista de controles internos,M,preta,11070.99,11571.98,2025-08
12.345.678/0001-01,354720,Analista de controles internos,F,parda,7794.49,7929.38,2024-09
12.345.678/0001-01,354720,Analista de controles internos,F,parda,7794.49,7941.12,2024-10
12.345.678/0001-01,354720,Analista de controles internos,F,parda,7794.49,8453.78,2024-11
12.345.678/0001-01,354720,Analista de controles internos,F,parda,7794.49,8339.97,2024-12
12.345.678/0001-01,354720,Analista de controles internos,F,parda,7794.49,8270.67,2025-01
12.345.678/0001-01,354720,Analista de controles internos,F,parda,7794.49,7975.1,2025-02
12.345.678/0001-01,354720,Analista de controles internos,F,parda,7794.49,8089.48,2025-03
12.345.678/0001-01,354720,Analista de controles internos,F,parda,7794.49,7865.63,2025-04
12.345.678/0001-01,354720,Analista de controles internos,F,parda,7794.49,7757.69,2025-05
12.345.678/0001-01,354720,Analista de controles internos,F,parda,7794.49,8059.37,2025-06
12.345.678/0001-01,354720,Analista de controles internos,F,parda,7794.49,8029.11,2025-07
12.345.678/0001-01,354720,Analista de controles internos,F,parda,7794.49,7877.28,2025-08
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8977.2,9079.62,2024-09
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8977.2,9507.28,2024-10
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8977.2,9282.8,2024-11
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8977.2,8982.37,2024-12
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8977.2,9957.23,2025-01
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8977.2,8938.82,2025-02
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8977.2,9464.57,2025-03
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8977.2,9136.51,2025-04
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8977.2,9589.33,2025-05
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8977.2,9426.09,2025-06
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8977.2,9680.38,2025-07
12.345.678/0001-01,354720,Analista de controles internos,F,parda,8977.2,9388.06,2025-08
12.345.678/0001-01,354720,Analista de controles internos,M,parda,7762.48,7957.8,2024-09
12.345.678/0001-01,354720,Analista de controles internos,M,parda,7762.48,8470.02,2024-10
12.345.678/0001-01,354720,Analista de controles internos,M,parda,7762.48,8120.48,2024-11
12.345.678/0001-01,354720,Analista de controles internos,M,parda,7762.48,8085.03,2024-12
12.345.678/0001-01,354720,Analista de controles internos,M,parda,7762.48,8098.32,2025-01
12.345.678/0001-01,354720,Analista de controles internos,M,parda,7762.48,7964.27,2025-02
12.345.678/0001-01,354720,Analista de controles internos,M,parda,7762.48,8215.59,2025-03
12.345.678/0001-01,354720,Analista de controles internos,M,parda,7762.48,8524.38,2025-04
12.345.678/0001-01,354720,Analista de controles internos,M,parda,7762.48,8481.73,2025-05
12.345.678/0001-01,354720,Analista de controles internos,M,parda,7762.48,8203.04,2025-06
12.345.678/0001-01,354720,Analista de controles internos,M,parda,7762.48,8283.86,2025-07
12.345.678/0001-01,354720,Analista de controles internos,M,parda,7762.48,8307.78,2025-08
12.345.678/0001-01,354720,Analista de controles internos,F,branca,9904.22,10188.8,2024-09
12.345.678/0001-01,354720,Analista de controles internos,F,branca,9904.22,10820.59,2024-10
12.345.678/0001-01,354720,Analista de controles internos,F,branca,9904.22,10452.08,2024-11
12.345.678/0001-01,354720,Analista de controles internos,F,branca,9904.22,9837.87,2024-12
12.345.678/0001-01,354720,Analista de controles internos,F,branca,9904.22,10560.74,2025-01
12.345.678/0001-01,354720,Analista de controles internos,F,branca,9904.22,10106.09,2025-02
12.345.678/0001-01,354720,Analista de controles internos,F,branca,9904.22,10466.76,2025-03
12.345.678/0001-01,354720,Analista de controles internos,F,branca,9904.22,10578.21,2025-04
12.345.678/0001-01,354720,Analista de controles internos,F,branca,9904.22,10284.8,2025-05
12.345.678/0001-01,354720,Analista de controles internos,F,branca,9904.22,10458.95,2025-06
12.345.678/0001-01,354720,Analista de controles internos,F,branca,9904.22,10778.22,2025-07
12.345.678/0001-01,354720,Analista de controles internos,F,branca,9904.22,9967.4,2025-08
12.345.678/0001-01,354720,Analista de controles internos,M,branca,8875.46,8797.1,2024-09
12.345.678/0001-01,354720,Analista de controles internos,M,branca,8875.46,9266.52,2024-10
12.345.678/0001-01,354720,Analista de controles internos,M,branca,8875.46,9234.56,2024-11
12.345.678/0001-01,354720,Analista de controles internos,M,branca,8875.46,9851.59,2024-12
12.345.678/0001-01,354720,Analista de controles internos,M,branca,8875.46,9563.24,2025-01
12.345.678/0001-01,354720,Analista de controles internos,M,branca,8875.46,9438.44,2025-02
12.345.678/0001-01,354720,Analista de controles internos,M,branca,8875.46,9271.18,2025-03
12.345.678/0001-01,354720,Analista de controles internos,M,branca,8875.46,8782.67,2025-04
12.345.678/0001-01,354720,Analista de controles internos,M,branca,8875.46,8944.84,2025-05
12.345.678/0001-01,354720,Analista de controles internos,M,branca,8875.46,9210.16,2025-06
12.345.678/0001-01,354720,Analista de controles internos,M,branca,8875.46,9346.02,2025-07
12.345.678/0001-01,354720,Analista de controles internos,M,branca,8875.46,9182.89,2025-08
12.345.678/0001-01,354720,Analista de controles internos,M,branca,11630.68,12220.62,2024-09
12.345.678/0001-01,354720,Analista de controles internos,M,branca,11630.68,12425.71,2024-10
12.345.678/0001-01,354720,Analista de controles internos,M,branca,11630.68,11933.47,2024-11
12.345.678/0001-01,354720,Analista de controles internos,M,branca,11630.68,12032.66,2024-12
12.345.678/0001-01,354720,Analista de controles internos,M,branca,11630.68,11842.69,2025-01
12.345.678/0001-01,354720,Analista de controles internos,M,branca,11630.68,12602.11,2025-02
12.345.678/0001-01,354720,Analista de controles internos,M,branca,11630.68,11474.09,2025-03
12.345.678/0001-01,354720,Analista de controles internos,M,branca,11630.68,12388.83,2025-04
12.345.678/0001-01,354720,Analista de controles internos,M,branca,11630.68,12447.45,2025-05
12.345.678/0001-01,354720,Analista de controles internos,M,branca,11630.68,11470.53,2025-06
12.345.678/0001-01,354720,Analista de controles internos,M,branca,11630.68,12010.21,2025-07
12.345.678/0001-01,354720,Analista de controles internos,M,branca,11630.68,12555.89,2025-08
12.345.678/0001-01,354720,Analista de controles internos,M,preta,9812.18,10008.05,2024-09
12.345.678/0001-01,354720,Analista de controles internos,M,preta,9812.18,10103.54,2024-10
12.345.678/0001-01,354720,Analista de controles internos,M,preta,9812.18,10260.77,2024-11
12.345.678/0001-01,354720,Analista de controles internos,M,preta,9812.18,10660.31,2024-12
12.345.678/0001-01,354720,Analista de controles internos,M,preta,9812.18,10455.15,2025-01
12.345.678/0001-01,354720,Analista de controles internos,M,preta,9812.18,10071.14,2025-02
12.345.678/0001-01,354720,Analista de controles internos,M,preta,9812.18,9867.33,2025-03
12.345.678/0001-01,354720,Analista de controles internos,M,preta,9812.18,9828.01,2025-04
12.345.678/0001-01,354720,Analista de controles internos,M,preta,9812.18,10370.15,2025-05
12.345.678/0001-01,354720,Analista de controles internos,M,preta,9812.18,9632.6,2025-06
12.345.678/0001-01,354720,Analista de controles internos,M,preta,9812.18,10100.4,2025-07
12.345.678/0001-01,354720,Analista de controles internos,M,preta,9812.18,10445.04,2025-08
12.345.678/0001-01,354720,Analista de controles internos,F,preta,11087.58,11205.33,2024-09
12.345.678/0001-01,354720,Analista de controles internos,F,preta,11087.58,11497.29,2024-10
12.345.678/0001-01,354720,Analista de controles internos,F,preta,11087.58,11567.4,2024-11
12.345.678/0001-01,354720,Analista de controles internos,F,preta,11087.58,11854.8,2024-12
12.345.678/0001-01,354720,Analista de controles internos,F,preta,11087.58,11155.36,2025-01
12.345.678/0001-01,354720,Analista de controles internos,F,preta,11087.58,11626.94,2025-02
